:START_ID,:END_ID,relation,:TYPE
20839,46641,合作,合作
20839,50767,合作,合作
20839,44363,合作,合作
20839,46884,合作,合作
20839,45607,合作,合作
20839,53586,合作,合作
20839,47727,合作,合作
20839,43949,合作,合作
20839,45962,合作,合作
20839,41199,合作,合作
20839,50752,合作,合作
20839,54450,合作,合作
20839,43125,合作,合作
20839,43784,合作,合作
20092,58044,合作,合作
20092,40406,合作,合作
20092,50487,合作,合作
20092,45275,合作,合作
20092,43143,合作,合作
20092,49398,合作,合作
20092,43538,合作,合作
20092,53928,合作,合作
20092,51335,合作,合作
20092,45448,合作,合作
20092,44944,合作,合作
20092,41258,合作,合作
20769,44976,合作,合作
20769,40640,合作,合作
20769,51511,合作,合作
20769,40156,合作,合作
20769,46976,合作,合作
20769,41016,合作,合作
20769,50413,合作,合作
20769,53078,合作,合作
20769,53680,合作,合作
20769,49594,合作,合作
20769,55026,合作,合作
20769,58196,合作,合作
20769,46352,合作,合作
20769,44391,合作,合作
20769,43903,合作,合作
20769,56905,合作,合作
20769,52715,合作,合作
20769,57203,合作,合作
20769,47334,合作,合作
20769,42189,合作,合作
20769,47853,合作,合作
20769,53161,合作,合作
20769,45996,合作,合作
20769,57167,合作,合作
20769,44221,合作,合作
20769,56328,合作,合作
20769,51771,合作,合作
20769,40804,合作,合作
20769,48874,合作,合作
20769,46537,合作,合作
20769,46593,合作,合作
20769,52420,合作,合作
21346,53569,合作,合作
21346,43169,合作,合作
21346,40797,合作,合作
21346,50682,合作,合作
21346,45862,合作,合作
21346,46580,合作,合作
21346,41880,合作,合作
21346,55385,合作,合作
21346,49058,合作,合作
21346,48395,合作,合作
20214,58224,合作,合作
20214,46641,合作,合作
20214,51376,合作,合作
20214,47303,合作,合作
20214,43889,合作,合作
20214,51321,合作,合作
20214,43157,合作,合作
20214,53595,合作,合作
20214,49925,合作,合作
20214,48430,合作,合作
20214,45150,合作,合作
20214,47093,合作,合作
20214,52896,合作,合作
20972,45686,合作,合作
20972,44900,合作,合作
20972,51517,合作,合作
20972,45275,合作,合作
20972,48742,合作,合作
20972,52644,合作,合作
20972,40640,合作,合作
20972,41081,合作,合作
20972,52408,合作,合作
20972,44048,合作,合作
20972,51383,合作,合作
20972,50795,合作,合作
20972,45150,合作,合作
20972,52223,合作,合作
20972,55564,合作,合作
20758,41277,合作,合作
20758,40612,合作,合作
20758,53428,合作,合作
20758,44038,合作,合作
20758,43604,合作,合作
20758,49125,合作,合作
20758,51716,合作,合作
20758,53584,合作,合作
20758,49829,合作,合作
20758,42527,合作,合作
20758,40208,合作,合作
21709,41277,合作,合作
21709,40612,合作,合作
21709,53428,合作,合作
21709,44038,合作,合作
21709,43604,合作,合作
21709,49125,合作,合作
21709,51716,合作,合作
21709,53584,合作,合作
21709,49829,合作,合作
21709,42527,合作,合作
21709,40208,合作,合作
21366,46641,合作,合作
21366,41277,合作,合作
21366,40770,合作,合作
21366,53533,合作,合作
21366,40069,合作,合作
21366,52541,合作,合作
21366,41756,合作,合作
21366,55385,合作,合作
21366,47240,合作,合作
21366,57110,合作,合作
21366,52723,合作,合作
21366,52804,合作,合作
21366,51959,合作,合作
20216,58124,合作,合作
20216,49985,合作,合作
20216,52242,合作,合作
20216,55395,合作,合作
20216,51072,合作,合作
21631,56666,合作,合作
21631,53485,合作,合作
21631,52052,合作,合作
21631,50696,合作,合作
21631,48608,合作,合作
21631,57441,合作,合作
21631,46813,合作,合作
21631,51704,合作,合作
21631,50846,合作,合作
21631,48127,合作,合作
21631,50491,合作,合作
21631,55682,合作,合作
20322,53187,合作,合作
20322,48229,合作,合作
20322,48361,合作,合作
20322,51511,合作,合作
20322,46667,合作,合作
20322,49909,合作,合作
20322,47013,合作,合作
20322,54704,合作,合作
20322,42731,合作,合作
20322,57916,合作,合作
20322,56661,合作,合作
20322,46271,合作,合作
20761,54611,合作,合作
20761,51113,合作,合作
20761,57284,合作,合作
20761,42759,合作,合作
20761,56203,合作,合作
21484,54312,合作,合作
21484,57609,合作,合作
21484,51808,合作,合作
21484,44613,合作,合作
21484,57021,合作,合作
21484,53747,合作,合作
21484,42072,合作,合作
21484,57262,合作,合作
21484,50095,合作,合作
21484,48160,合作,合作
21484,41003,合作,合作
21484,56775,合作,合作
21484,42702,合作,合作
21484,56387,合作,合作
21484,58229,合作,合作
21484,42920,合作,合作
21484,40733,合作,合作
21484,43195,合作,合作
21495,55251,合作,合作
21495,50632,合作,合作
21495,45233,合作,合作
21495,48881,合作,合作
21495,41584,合作,合作
21495,53972,合作,合作
21495,56094,合作,合作
21495,57428,合作,合作
21495,41659,合作,合作
21495,43509,合作,合作
21495,55443,合作,合作
21495,41936,合作,合作
20190,42315,合作,合作
20190,44989,合作,合作
20190,47405,合作,合作
20190,43679,合作,合作
20190,54435,合作,合作
20190,55740,合作,合作
20190,55901,合作,合作
20190,52516,合作,合作
20190,55502,合作,合作
20190,50276,合作,合作
20504,40257,合作,合作
20504,55689,合作,合作
20504,41753,合作,合作
20504,40991,合作,合作
20504,41791,合作,合作
20504,43318,合作,合作
20504,57403,合作,合作
20504,40460,合作,合作
20504,45827,合作,合作
20504,57508,合作,合作
20504,47565,合作,合作
20857,54959,合作,合作
20857,44363,合作,合作
20857,47962,合作,合作
20857,44194,合作,合作
20857,41753,合作,合作
20857,53533,合作,合作
20857,41695,合作,合作
21643,55182,合作,合作
21643,53628,合作,合作
21643,49305,合作,合作
21643,42827,合作,合作
21643,51134,合作,合作
21643,49131,合作,合作
21643,56974,合作,合作
21643,52512,合作,合作
21643,40092,合作,合作
21643,51062,合作,合作
21643,43614,合作,合作
21643,52738,合作,合作
21643,44076,合作,合作
21643,49532,合作,合作
21643,55652,合作,合作
20747,51241,合作,合作
20747,53533,合作,合作
20747,45275,合作,合作
20148,51241,合作,合作
20148,46485,合作,合作
20148,52600,合作,合作
20148,52300,合作,合作
20148,52776,合作,合作
20148,54447,合作,合作
21253,43246,合作,合作
21253,56293,合作,合作
21253,56677,合作,合作
21253,53685,合作,合作
21253,42612,合作,合作
21253,47172,合作,合作
21253,42884,合作,合作
21253,43843,合作,合作
21253,57428,合作,合作
21253,54910,合作,合作
21253,49910,合作,合作
21253,47325,合作,合作
21253,54511,合作,合作
21253,47720,合作,合作
21253,44355,合作,合作
21051,50308,合作,合作
21051,49598,合作,合作
21051,48084,合作,合作
21051,43578,合作,合作
21051,52052,合作,合作
21051,53698,合作,合作
21051,46025,合作,合作
21051,51221,合作,合作
21051,42730,合作,合作
21051,44515,合作,合作
21051,48223,合作,合作
21051,42144,合作,合作
21044,45837,合作,合作
21044,43528,合作,合作
21044,48665,合作,合作
21044,47392,合作,合作
21044,53758,合作,合作
21044,47167,合作,合作
21044,50135,合作,合作
21044,46922,合作,合作
21044,56392,合作,合作
20104,57651,合作,合作
20104,53079,合作,合作
20104,48327,合作,合作
20104,51494,合作,合作
20104,48846,合作,合作
20104,41163,合作,合作
20104,51975,合作,合作
20215,49301,合作,合作
20215,52312,合作,合作
20215,46215,合作,合作
20215,53569,合作,合作
20215,51321,合作,合作
20215,48623,合作,合作
20215,58135,合作,合作
20215,44310,合作,合作
20215,54112,合作,合作
20215,58006,合作,合作
20215,49985,合作,合作
20215,41926,合作,合作
20215,48085,合作,合作
20215,43710,合作,合作
20215,44249,合作,合作
20215,41695,合作,合作
20215,42336,合作,合作
20215,54032,合作,合作
20215,47282,合作,合作
20215,53570,合作,合作
20215,53485,合作,合作
20215,43761,合作,合作
20215,54606,合作,合作
20215,43797,合作,合作
20215,49781,合作,合作
20215,40037,合作,合作
20215,55502,合作,合作
20215,54160,合作,合作
20215,52855,合作,合作
20215,57114,合作,合作
20215,56929,合作,合作
20650,58208,合作,合作
20650,53206,合作,合作
20650,44754,合作,合作
20650,41695,合作,合作
20650,46865,合作,合作
20650,43797,合作,合作
20650,47485,合作,合作
20650,44615,合作,合作
20650,57634,合作,合作
20650,56807,合作,合作
20650,53681,合作,合作
20650,44414,合作,合作
20497,48393,合作,合作
20497,53301,合作,合作
21051,58135,合作,合作
21051,50632,合作,合作
21051,51464,合作,合作
21051,43169,合作,合作
21051,49432,合作,合作
21051,48084,合作,合作
